Filial;Remetente;Destinatário;Faturado;Origem;Estado Origem;Destino;Estado Destino;Doc/Minuta;Data Frete;N° Referência;N° Manifesto;Nota Fiscal;Agente de Entrega;Agente de Coleta;Ocorrência;Data Ocorrência;Observações ocorrência
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;BELA TINTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Itaquaquecetuba;SP;56721/259104;28/10/2025 18:13;;;"=""213189""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IMPPAR (São Jose dos Pinhais);ELISEU FIDENCIO;IMPPAR (São Jose dos Pinhais);São José dos Pinhais;PR;São Paulo;SP;39263/259878;29/10/2025 15:07;;;"=""43116""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;R D COMERCIO DE TINTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56793/259183;28/10/2025 18:20;;;"=""213268""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ICOBIT IMPERMEABILIZANTES LTDA;UNIONE ENGENHARIA LTDA;ICOBIT IMPERMEABILIZANTES LTDA;Mogi Guaçu;SP;São Paulo;SP;31125/260858;30/10/2025 17:17;;;"=""9505""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;NOVALATA BENEFICIAMENTO E COMERCIO DE EMBALAGENS E;PPG SUM;Sumaré;SP;São Paulo;SP;31163/261421;30/10/2025 22:29;;;"=""398782""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROOFER DOSEUNICA ALIMENTOS LTDA - ME;KING COMERCIAL;ROOFER DOSEUNICA ALIMENTOS LTDA - ME;Itatinga;SP;São Paulo;SP;33526/259339;28/10/2025 19:09;;;"=""12062""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;ALIMTEC MAQUINAS INDUSTRIA E COMERCIO LTDA;FRIGELAR | OSASCO | 0002-08;Osasco;SP;São Paulo;SP;83068/259860;29/10/2025 14:59;;;"=""1114280""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;BELA TINTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56883/260108;29/10/2025 17:55;;;"=""213430""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ULTRALIGHT;QATAR COMERCIO DE MATERIAIS ELETRICOS LTDA;ULTRALIGHT;Bariri;SP;São Paulo;SP;33587/260068;29/10/2025 17:45;;;"=""57501""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MUSH MT LTDA;OLA LUMINARIAS ACUSTICAS LTDA;MUSH MT LTDA;Ponta Grossa;PR;São Paulo;SP;56993/260356;29/10/2025 20:25;;;"=""295""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS MC LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56911/260115;29/10/2025 17:55;;;"=""213339""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;MOUROS MATERIAIS PARA CONSTRUCAO LTDA ME;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56868/260136;29/10/2025 17:56;;;"=""213760""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;Labrits Quimica Ltda;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;Santana de Parnaíba;SP;São Paulo;SP;83150/261328;30/10/2025 21:08;;;"=""5144""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR RECIFE 0006-23;NELSON BORGHI JUNIOR;FRIGELAR RECIFE 0006-23;Recife;PE;São Paulo;SP;6965/255360;22/10/2025 13:47;;;"=""934044""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR RECIFE 0006-23;NELSON BORGHI JUNIOR;FRIGELAR RECIFE 0006-23;Recife;PE;São Paulo;SP;6965/255360;22/10/2025 13:47;;;"=""934050""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;CASA ELIAS COM DE MAT P ARTISTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56890/260091;29/10/2025 17:55;;;"=""213508""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;CASA ELIAS COM DE MAT P ARTISTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56890/260091;29/10/2025 17:55;;;"=""213659""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;CENTER FANTI COM VAREJ MAT P CONS LTDA EPP;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56871/260084;29/10/2025 17:55;;;"=""213541""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS MC LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56791/259182;28/10/2025 18:20;;;"=""213215""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TOP TINTAS;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56780/259176;28/10/2025 18:19;;;"=""213117""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;REFRICOM LTDA;DANFOSS - EMBU;Embu das Artes;SP;São Paulo;SP;82928/260555;28/10/2025 00:00;"=""2012064831""";;"=""181234""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;EDWYRGES GORETTI CASTRO NOGUEIRA ASSADURIAN;TIGRE | CASTRO | 0002-50;Castro;PR;Osasco;SP;56915/260121;29/10/2025 17:55;;;"=""213556""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | OSASCO | 0050-05;FRIGELAR | OSASCO | 0050-05;Cajamar;SP;Osasco;SP;83035/260718;30/10/2025 11:54;;;"=""5440""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | SÃO PAULO | 0066-64;FRIGELAR | SÃO PAULO | 0066-64;Osasco;SP;São Paulo;SP;83005/258985;28/10/2025 15:46;;;"=""1113876""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | SÃO PAULO | 0066-64;FRIGELAR | SÃO PAULO | 0066-64;Osasco;SP;São Paulo;SP;83005/258985;28/10/2025 15:46;;;"=""1113748""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | OSASCO | 0050-05;FRIGELAR | OSASCO | 0050-05;Cajamar;SP;Osasco;SP;83006/259712;29/10/2025 00:00;;;"=""5331""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | OSASCO | 0050-05;FRIGELAR | OSASCO | 0050-05;Cajamar;SP;Osasco;SP;83006/259712;29/10/2025 00:00;;;"=""5350""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0066-64;FRIGELAR | SÃO PAULO | 0066-64;Cajamar;SP;São Paulo;SP;83004/259713;29/10/2025 00:00;;;"=""5301""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0066-64;FRIGELAR | SÃO PAULO | 0066-64;Cajamar;SP;São Paulo;SP;83004/259713;29/10/2025 00:00;;;"=""5314""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO PAULO | 0004-61;ANTILHAS GRAFICA E EMBALAGENS LTDA;FRIGELAR | SÃO PAULO | 0004-61;São Paulo;SP;Santana de Parnaíba;SP;82672/259686;28/10/2025 23:20;;;"=""880159""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DISSERV ORIENTAL;SUL PRODUTOS ORIENTAIS;VOE CARGO EXPRESS;Recife;PE;São Paulo;SP;6972/255457;22/10/2025 16:16;;;"=""8875""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS LUSACOR LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56799/259189;28/10/2025 18:20;;;"=""213185""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;CENTER VIDA NOVA MATS CONSTR LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56878/260141;29/10/2025 17:56;;;"=""213655""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIOFRAGANE;P.A. INDUSTRIA DE TEXTURAS LTDA;BIOFRAGANE;Ponta Grossa;PR;São Paulo;SP;56983/260296;29/10/2025 18:47;;;"=""66205""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;7 OLIVEIRAS COM E CONSTRUCOES LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56894/260100;29/10/2025 17:55;;;"=""213468""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;PG COMERCIO DE TINTAS INDUSTRIAIS E AUTOMOTIVAS LT;PPG SUM;Sumaré;SP;São Paulo;SP;31177/261486;31/10/2025 00:00;;;"=""398825""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;PG COMERCIO DE TINTAS INDUSTRIAIS E AUTOMOTIVAS LT;PPG SUM;Sumaré;SP;São Paulo;SP;31177/261486;31/10/2025 00:00;;;"=""398810""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUROSTAR DO BRASIL S.A. | CAMPINA ;VIVIAN APARECIDA TANDELLO TREVIZAN - 80149;EUROSTAR DO BRASIL S.A. | CAMPINA ;Campina Grande do Sul;PR;São Paulo;SP;39370/260330;29/10/2025 19:35;;;"=""1477621""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUROSTAR DO BRASIL S.A. | CAMPINA ;VIVIAN APARECIDA TANDELLO TREVIZAN - 80149;EUROSTAR DO BRASIL S.A. | CAMPINA ;Campina Grande do Sul;PR;São Paulo;SP;39370/260330;29/10/2025 19:35;;;"=""1477620""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS MC LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56783/259178;28/10/2025 18:19;;;"=""213266""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | SÃO PAULO | 0066-64;FRIGELAR | SÃO PAULO | 0066-64;Osasco;SP;São Paulo;SP;83036/259893;29/10/2025 15:10;;;"=""1114350""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;SEPA COMERCIO DE TINTAS LTDA - EPP;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56786/259227;28/10/2025 18:37;;;"=""213294""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS LUSACOR LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56795/259185;28/10/2025 18:20;;;"=""213220""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS LUSACOR LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56794/259184;28/10/2025 18:20;;;"=""213202""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TOP TINTAS;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56777/259173;28/10/2025 18:19;;;"=""213264""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - JUNDIAI;MEGABIT PROVEDOR DE INTERNET LTDA;ROUTE 66 - JUNDIAI;Jundiaí;SP;Osasco;SP;83330/261536;31/10/2025 02:46;;;"=""127239""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IMPPAR (São Jose dos Pinhais);AGRICIO SILVA;IMPPAR (São Jose dos Pinhais);São José dos Pinhais;PR;Osasco;SP;39271/259901;29/10/2025 15:12;;;"=""43129""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HB FULLER CWB;POLYPLASTIC INDUSTRIA E COMERCIO LTDA.;HB FULLER CWB;Curitiba;PR;Caieiras;SP;39191/259317;28/10/2025 19:05;;;"=""23895""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HB FULLER CWB;VIBELPLAST EMBALAGENS PLASTICAS EIRELI;HB FULLER CWB;Curitiba;PR;Guarulhos;SP;39346/260312;29/10/2025 19:21;;;"=""23921""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;DANFOSS - EMBU;DANFOSS - OSASCO;Osasco;SP;Embu das Artes;SP;82832/260455;29/10/2025 00:00;"=""0080095463""";;"=""704757""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;METALURGICA PLAXTEX INDUSTRIA E COMERCIO LTDA;PPG SUM;Sumaré;SP;Mogi das Cruzes;SP;31056/260400;29/10/2025 21:45;;;"=""398603""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;MAGNO PECAS INDUSTRIA COMERCIO IMPORTACAO E EXPORT;PPG SUM;Sumaré;SP;Mogi das Cruzes;SP;31066/260411;29/10/2025 21:45;;;"=""398610""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Platinox Comercio de Equipamento para Gastronomia Ltda.- ME;GR SERVICOS E ALIMENTACAO LTDA;Platinox Comercio de Equipamento para Gastronomia Ltda.- ME;Curitiba;PR;Cajamar;SP;38514/254971;21/10/2025 19:09;;;"=""188050""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;999 - JAU - DISTRIBUIDORA DE ELETRONICOS ROUTE 66 LTDA - 999;40.975.596 THERSIO DE MIRANDA RAMALHO;999 - JAU - DISTRIBUIDORA DE ELETRONICOS ROUTE 66 LTDA - 999;Jaú;SP;São Paulo;SP;33605/260254;29/10/2025 18:25;;;"=""9539""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;DEPOSITO DE MATS P CONSTR AGUA DAS PEDRAS LTDA ME;TIGRE | CASTRO | 0002-50;Castro;PR;Itaquaquecetuba;SP;56728/259165;28/10/2025 18:15;;;"=""212985""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;BELA TINTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56778/259175;28/10/2025 18:19;;;"=""213265""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - SERRA;CIERP - CENTRO INTEGRADO DE ENSINO SUPERIOR DE RIO PRETO;ROUTE 66 - SERRA;Jundiaí;SP;Cajamar;SP;82951/260575;30/10/2025 01:02;;;"=""78117""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;ELETROLAR DE ANGRA LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56819/259246;28/10/2025 18:37;;;"=""213126""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS LUSACOR LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56785/259172;28/10/2025 18:20;;;"=""213157""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO SA;DANFOSS - OSASCO;Osasco;SP;Guarulhos;SP;82255/258621;27/10/2025 00:00;"=""2012060067""";;"=""704641""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;MARCOS NORIO KANASHIRO;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56856/260129;29/10/2025 17:55;;;"=""213618""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO SA;DANFOSS - OSASCO;Osasco;SP;Guarulhos;SP;82257/258623;27/10/2025 00:00;"=""2012045939""";;"=""704637""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;E FM STORE LTDA;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;São Paulo;SP;6613/244664;03/10/2025 14:46;;;"=""32664""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;LEANDRO E LIGIA TECIDOS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56854/260128;29/10/2025 17:56;;;"=""213525""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HB FULLER CWB;RENOVAR INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;HB FULLER CWB;Curitiba;PR;Guarulhos;SP;39349/260315;29/10/2025 19:22;;;"=""23930""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;CASA DE TINTAS SAO SEBASTIAO LTDA M;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56769/259234;28/10/2025 18:37;;;"=""213110""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ANA KROSS;JUREMA RITA GUEVE;ANA KROSS;Jaú;SP;São Paulo;SP;33604/260252;29/10/2025 18:24;;;"=""28797""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | ALAMEDA GLETE | 0018-67;FRIGELAR | ALAMEDA GLETE | 0018-67;Osasco;SP;São Paulo;SP;83063/259886;29/10/2025 15:08;;;"=""1114303""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | ALAMEDA GLETE | 0018-67;FRIGELAR | ALAMEDA GLETE | 0018-67;Osasco;SP;São Paulo;SP;83063/259886;29/10/2025 15:08;;;"=""1114471""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | ALAMEDA GLETE | 0018-67;FRIGELAR | ALAMEDA GLETE | 0018-67;Osasco;SP;São Paulo;SP;83063/259886;29/10/2025 15:08;;;"=""1114464""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0059-35;FRIGELAR | SÃO PAULO | 0059-35;Cajamar;SP;São Paulo;SP;83000/259709;29/10/2025 00:00;;;"=""5304""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0059-35;FRIGELAR | SÃO PAULO | 0059-35;Cajamar;SP;São Paulo;SP;83000/259709;29/10/2025 00:00;;;"=""5346""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FORMILINE INDUSTRIA DE LAMINADOS LTDA;DIMAPLAST COMERCIAL LTDA;FORMILINE INDUSTRIA DE LAMINADOS LTDA;Suzano;SP;São Paulo;SP;82969/260376;29/10/2025 20:57;;;"=""579419""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0034-87;FRIGELAR | SÃO PAULO | 0034-87;Cajamar;SP;São Paulo;SP;83001/259710;29/10/2025 00:00;;;"=""5393""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0034-87;FRIGELAR | SÃO PAULO | 0034-87;Cajamar;SP;São Paulo;SP;83001/259710;29/10/2025 00:00;;;"=""5399""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | GARUVA | 0070-40;Sandra Fonsi Rodrigues;FRIGELAR | GARUVA | 0070-40;Garuva;SC;São Paulo;SP;1997/260064;29/10/2025 17:45;;;"=""132031""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;DISTRIAR;FRIGELAR | CACHOEIRINHA | 0014-33;Cachoeirinha;RS;São Paulo;SP;2943/256976;24/10/2025 09:48;;;"=""992299""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0034-87;FRIGELAR | SÃO PAULO | 0034-87;Cajamar;SP;São Paulo;SP;82999/258816;28/10/2025 05:12;;;"=""5266""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0034-87;FRIGELAR | SÃO PAULO | 0034-87;Cajamar;SP;São Paulo;SP;82999/258816;28/10/2025 05:12;;;"=""5273""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | SÃO PAULO | 0034-87;FRIGELAR | SÃO PAULO | 0034-87;Cajamar;SP;São Paulo;SP;82999/258816;28/10/2025 05:12;;;"=""5286""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;METALURGICA PANTUGAREH LTDA;PPG SUM;Sumaré;SP;São Paulo;SP;31173/261481;30/10/2025 23:51;;;"=""398786""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;SHOPPLAB PRODUTOS PARA LABORATORIOS;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;Santana de Parnaíba;SP;São Paulo;SP;82960/260584;30/10/2025 01:44;;;"=""5116""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FORTYMIL INDUSTRIA DE PLASTICOS LTDA;BIANQUIMICA COMERCIAL;BIANQUIMICA COMERCIAL;Itatiba;SP;São Paulo;SP;31148/261211;30/10/2025 19:48;;;"=""94896""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;CHAPEACAO E PINTURA MAQUINARIA LTDA;PPG SUM;Sumaré;SP;Guarulhos;SP;31170/261455;30/10/2025 22:40;;;"=""398746""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
